"No.","Time","Source","Destination","Protocol","Length","Info"
"1068","65.252203","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1079","66.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1080","66.253160","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1091","67.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1092","67.251104","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1093","67.256729","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1105","68.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1106","68.250964","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1117","69.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1118","69.252743","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1130","70.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1131","70.251184","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1132","70.252161","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1143","71.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1144","71.250904","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1156","72.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1157","72.251624","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1168","73.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1169","73.251982","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1181","74.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1182","74.253640","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1183","74.258293","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1194","75.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1195","75.251644","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1196","75.257733","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1208","76.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1209","76.253340","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1210","76.254637","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1211","76.255754","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1222","77.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1223","77.252980","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1235","78.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1236","78.252043","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1247","79.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1248","79.250924","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1260","80.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1261","80.250964","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1274","81.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1275","81.253480","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1276","81.258153","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1287","82.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1288","82.251544","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1300","83.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1301","83.251124","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1312","84.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1313","84.253480","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1314","84.254777","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1326","85.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1327","85.250824","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1339","86.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1340","86.253680","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1341","86.255077","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1352","87.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1353","87.252282","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1354","87.254572","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1355","87.256029","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1366","88.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1367","88.253161","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1378","89.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1379","89.251124","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1380","89.255695","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1391","90.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1392","90.253281","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1404","91.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1405","91.253861","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1416","92.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1417","92.252543","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1428","93.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1429","93.251624","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1430","93.254511","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1441","94.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1442","94.251384","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1454","95.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1455","95.255656","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1466","96.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1467","96.253620","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1478","97.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1479","97.252002","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1490","98.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1491","98.252683","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1502","99.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1503","99.252582","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1504","99.253880","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1505","99.260773","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1517","100.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1518","100.251024","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1519","100.256410","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1530","101.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1531","101.250944","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1532","101.253054","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1543","102.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1544","102.250864","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1545","102.255591","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1546","102.262424","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1557","103.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1558","103.254838","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1569","104.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1570","104.252802","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1581","105.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1582","105.252203","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1593","106.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1594","106.251104","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1605","107.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1606","107.251004","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1618","108.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1619","108.255857","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1630","109.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1631","109.251464","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1632","109.255991","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1644","110.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1645","110.253821","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1646","110.257017","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1657","111.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1658","111.252663","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1659","111.255132","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1670","112.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1671","112.251284","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1672","112.254691","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1673","112.259924","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1684","113.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1685","113.251084","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1686","113.257927","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1700","114.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1701","114.251004","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1712","115.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1713","115.251304","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1725","116.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1726","116.254478","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1738","117.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1739","117.253280","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1750","118.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1751","118.253501","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1762","119.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1763","119.251004","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1764","119.254711","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1776","120.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1777","120.253780","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1788","121.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1789","121.251084","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1803","122.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1804","122.251324","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1825","123.255991","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1840","124.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1841","124.251304","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1842","124.252361","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1843","124.253298","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1846","124.259747","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1848","124.261186","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1859","125.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1860","125.250864","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1871","126.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1872","126.253320","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1883","127.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1884","127.251864","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1885","127.256511","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1886","127.257628","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
"1897","128.250207","00:00:00_00:00:02 (00:00:00:00:00:02) (TA)","00:00:00_00:00:07 (00:00:00:00:00:07) (RA)","802.11","20","Request-to-send, Flags=........"
